"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000047648",64.6714759950501,1.22228907486993,0.235330620031591,5.193922808285,2.0590854381603e-07,6.98083662279594e-07,"ARHGAP6","395","Rho GTPase activating protein 6"
"ENSG00000138669",103.93421952654,0.950768679473497,0.183125318451067,5.19190184904744,2.08156736555135e-07,7.05542791877003e-07,"PRKG2","5593","protein kinase cGMP-dependent 2"
"ENSG00000164828",1718.71009205349,-0.275371570440319,0.0530508078461138,-5.1907139894853,2.09489207104333e-07,7.09895375400842e-07,"SUN1","23353","Sad1 and UNC84 domain containing 1"
"ENSG00000174173",397.424844482429,0.501255677597274,0.0965894789904422,5.1895473796569,2.10805862032424e-07,7.1419236929343e-07,"TRMT10C","54931","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"ENSG00000138772",26.1026152491626,-2.04562129459089,0.394201678509781,-5.18927596230449,2.11113332862583e-07,7.15069139901164e-07,"ANXA3","306","annexin A3"
"ENSG00000185236",1257.1096449004,0.319805457422817,0.0616369745744231,5.18853268887605,2.11957558443627e-07,7.17763147426668e-07,"RAB11B","9230","RAB11B, member RAS oncogene family"
"ENSG00000122367",18.0565694158344,-2.54634956162959,0.49099754211866,-5.18607394782888,2.14773558117731e-07,7.27131497752815e-07,"LDB3","11155","LIM domain binding 3"
"ENSG00000130635",21031.4887481324,-0.230143423836244,0.0443775968922022,-5.18602718383526,2.14827465773889e-07,7.27146422170147e-07,"COL5A1","1289","collagen type V alpha 1 chain"
"ENSG00000118655",133.612697745998,-0.876370228529323,0.169083855820942,-5.1830508848662,2.18285453472758e-07,7.38680790489475e-07,"DCLRE1B","64858","DNA cross-link repair 1B"
"ENSG00000118242",46.7280998500787,-1.44548729773798,0.27893363463834,-5.1821907372776,2.19294786230878e-07,7.4192547437393e-07,"MREG","55686","melanoregulin"
"ENSG00000106351",153.654553260021,-0.75408405248974,0.145580752084998,-5.17983347173164,2.22084068343663e-07,7.51189261793324e-07,"AGFG2","3268","ArfGAP with FG repeats 2"
"ENSG00000147457",947.618917492255,0.340408255107558,0.0657547810043672,5.17693542443628,2.25560243711054e-07,7.626531289783e-07,"CHMP7","91782","charged multivesicular body protein 7"
"ENSG00000099290",904.892264875902,0.361777668573473,0.0698827809449286,5.17692146307934,2.25577116774044e-07,7.626531289783e-07,"WASHC2C","253725","WASH complex subunit 2C"
"ENSG00000154144",470.414155580041,0.464519555489626,0.0897469368677868,5.17588200446269,2.26836790737878e-07,7.66735493773453e-07,"TBRG1","84897","transforming growth factor beta regulator 1"
"ENSG00000112339",1138.96630119872,-0.32321908826105,0.0624828304359482,-5.17292648245801,2.30455705659371e-07,7.786704748091e-07,"HBS1L","10767","HBS1 like translational GTPase"
"ENSG00000086062",1864.17921605082,-0.272421357436255,0.0526630579474344,-5.17291186752148,2.30473738901972e-07,7.786704748091e-07,"B4GALT1","2683","beta-1,4-galactosyltransferase 1"
"ENSG00000113240",145.667603822942,0.810543226015588,0.156704216792296,5.17244042698559,2.31056177144785e-07,7.80458781847985e-07,"CLK4","57396","CDC like kinase 4"
"ENSG00000147403",10286.0124291767,-0.188377565626287,0.0364295606095396,-5.17100844683143,2.32834041403211e-07,7.86283234071993e-07,"RPL10","6134","ribosomal protein L10"
"ENSG00000168067",283.756179411452,-0.581846016711141,0.112526723260885,-5.17073633577842,2.33173369985503e-07,7.87248174002996e-07,"MAP4K2","5871","mitogen-activated protein kinase kinase kinase kinase 2"
"ENSG00000101265",181.496631622933,0.760096889470231,0.147072361577995,5.16818307202565,2.36380709626595e-07,7.97893525830579e-07,"RASSF2","9770","Ras association domain family member 2"
"ENSG00000134698",225.735537429181,0.639544178652253,0.123790799866529,5.16633044896557,2.38734564065896e-07,8.05653743654494e-07,"AGO4","192670","argonaute RISC component 4"
"ENSG00000115457",1753.34782467821,0.306497767828534,0.0593432181555588,5.16483226482761,2.40654630967487e-07,8.1194683714111e-07,"IGFBP2","3485","insulin like growth factor binding protein 2"
"ENSG00000269556",165.103101771086,-0.727682554450125,0.140904527227656,-5.16436603399143,2.4125518830438e-07,8.13786157564029e-07,"TMEM185A","84548","transmembrane protein 185A"
"ENSG00000198589",665.490420059708,-0.440101114466864,0.0852347978983318,-5.1633971725001,2.42507824122698e-07,8.17823676850878e-07,"LRBA","987","LPS responsive beige-like anchor protein"
"ENSG00000154319",65.5685925372231,1.20327471261588,0.233049283211465,5.16317705866552,2.42793282771444e-07,8.18598421829818e-07,"FAM167A","83648","family with sequence similarity 167 member A"
"ENSG00000162512",5737.50204818428,-0.240130195512095,0.0465168775594777,-5.16221655688429,2.44042730435184e-07,8.22622237286106e-07,"SDC3","9672","syndecan 3"
"ENSG00000163104",889.670281894946,0.349244088046118,0.067658506260452,5.16186518664334,2.44501352664519e-07,8.23979093976091e-07,"SMARCAD1","56916","SNF2 related chromatin remodeling ATPase with DExD box 1"
"ENSG00000197150",359.129190351176,-0.517808895150877,0.100345959368168,-5.16023662946948,2.46637904534867e-07,8.3098871963697e-07,"ABCB8","11194","ATP binding cassette subfamily B member 8"
"ENSG00000163898",19.1195209153036,-2.46012247496534,0.476750616599456,-5.16018729564061,2.46702907669146e-07,8.31017132231083e-07,"LIPH","200879","lipase H"
"ENSG00000198938",65462.130656561,0.200444516588176,0.0388461002902135,5.15996496664232,2.46996057743671e-07,8.3181386709182e-07,"MT-CO3","4514","cytochrome c oxidase subunit III"
"ENSG00000138442",547.458407670213,0.42325361442675,0.0820277306252976,5.15988448297041,2.47102261763518e-07,8.31980798832472e-07,"WDR12","55759","WD repeat domain 12"
"ENSG00000059588",156.123764069646,-0.759275501949964,0.147164528817877,-5.1593648826179,2.47788974472733e-07,8.34101749542724e-07,"TARBP1","6894","tRNA guanosine 2 -O-methyltransferase TARBP1"
"ENSG00000122335",160.161180708218,-0.753354420205463,0.146027532559432,-5.15898890436196,2.48287023021034e-07,8.35586796833676e-07,"SERAC1","84947","serine active site containing 1"
"ENSG00000182054",937.616010890023,-0.400200723791887,0.0775915411605544,-5.1577880501662,2.49884248480627e-07,8.40769493857172e-07,"IDH2","3418","isocitrate dehydrogenase (NADP(+)) 2"
"ENSG00000075292",1460.6708638736,0.301029421923272,0.0583716782022047,5.1571143951092,2.50784600957369e-07,8.43605630424491e-07,"ZNF638","27332","zinc finger protein 638"
"ENSG00000100711",494.940200652924,-0.44911790580964,0.0871157963240585,-5.15541296481966,2.53072568682034e-07,8.5110715062708e-07,"ZFYVE21","79038","zinc finger FYVE-type containing 21"
"ENSG00000122203",2557.80403685118,0.247819559531681,0.0480741012067899,5.15494940749261,2.53699415977826e-07,8.53020009318899e-07,"KIAA1191","57179","KIAA1191"
"ENSG00000125844",12024.8490711191,-0.212925129127476,0.0413180031577634,-5.15332573828578,2.55906878076535e-07,8.60245317836223e-07,"RRBP1","6238","ribosome binding protein 1"
"ENSG00000130935",666.07311837386,-0.386592568436261,0.0750315349681513,-5.1524011683935,2.57172157011881e-07,8.64300843400717e-07,"NOL11","25926","nucleolar protein 11"
"ENSG00000042317",203.00417750495,0.66549527506382,0.129212716245025,5.15038530574537,2.59951861449867e-07,8.73443011138735e-07,"SPATA7","55812","spermatogenesis associated 7"
"ENSG00000072657",2884.73946694194,0.249124082457657,0.0483763503314263,5.1497080856846,2.60892186376301e-07,8.76402062169645e-07,"TRHDE","29953","thyrotropin releasing hormone degrading enzyme"
"ENSG00000008283",162.31792562601,0.752781498473818,0.1462132693798,5.14851696885602,2.62554037611139e-07,8.81782993257344e-07,"CYB561","1534","cytochrome b561"
"ENSG00000189306",571.13947246211,-0.428054008000645,0.083156689503334,-5.14755951153494,2.63897294509192e-07,8.86091715734864e-07,"RRP7A","27341","ribosomal RNA processing 7 homolog A"
"ENSG00000074054",1682.10641215835,0.289605171596583,0.056269443405826,5.14675735297211,2.65027784257112e-07,8.89684220917955e-07,"CLASP1","23332","cytoplasmic linker associated protein 1"
"ENSG00000131116",279.888281169832,0.567331551871759,0.11023664728221,5.14648772308332,2.65408825548045e-07,8.9075980061704e-07,"ZNF428","126299","zinc finger protein 428"
"ENSG00000136930",2173.65091998017,-0.254393302791014,0.0494955535634895,-5.13972032790169,2.75147689929591e-07,9.23234254240677e-07,"PSMB7","5695","proteasome 20S subunit beta 7"
"ENSG00000177963",2484.28949444454,-0.24083516453736,0.0468635447673424,-5.1390727213019,2.76097540562553e-07,9.26209835776184e-07,"RIC8A","60626","RIC8 guanine nucleotide exchange factor A"
